company_id,type,rule_id,text,confidence_pct
IRCTC,pro,6,Net profit compounding at above 20% over 5 years creates significant shareholder value,81.0
IRCTC,pro,7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
IRCTC,pro,9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,96.4
IRCTC,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100.0
IRCTC,pro,12,Growing asset base funded by internal accruals reflects self-sustaining growth,90.0
IRCTC,con,3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,100.0
IRFC,pro,4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,74.5
IRFC,pro,5,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
IRFC,pro,6,Net profit compounding at above 20% over 5 years creates significant shareholder value,70.7
IRFC,pro,8,Consistent dividend yield above 2% backed by positive free cash flow,74.6
IRFC,pro,9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,76.9
IRFC,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits,79.6
IRFC,pro,12,Growing asset base funded by internal accruals reflects self-sustaining growth,90.0
IRFC,con,6,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,69.2
IRFC,con,10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,79.9
IRFC,con,11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,100.0
ITC,pro,1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,81.2
ITC,pro,2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90.0
ITC,pro,3,Debt-free balance sheet provides financial flexibility and eliminates interest burden,90.0
ITC,pro,5,Operating profit margin above 25% indicates strong pricing power and cost discipline,93.0
ITC,pro,7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90.0
ITC,pro,8,Consistent dividend yield above 2% backed by positive free cash flow,91.4
ITC,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits,72.5
ITC,pro,12,Growing asset base funded by internal accruals reflects self-sustaining growth,90.0
ITC,con,5,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,65.0
JINDALSTEL,con,5,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,66.9
JINDALSTEL,con,12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,77.6
JIOFIN,pro,3,Debt-free balance sheet provides financial flexibility and eliminates interest burden,90.0
JIOFIN,pro,5,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
JIOFIN,pro,7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90.0
JIOFIN,pro,8,Consistent dividend yield above 2% backed by positive free cash flow,77.7
JIOFIN,con,10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,95.0
JSWENERGY,pro,5,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
JSWENERGY,pro,6,Net profit compounding at above 20% over 5 years creates significant shareholder value,65.6
JSWENERGY,pro,9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,76.9
JSWENERGY,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100.0
JSWENERGY,con,8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,100.0
JSWENERGY,con,11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,100.0
JSWENERGY,con,12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,66.1
JSWSTEEL,pro,4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,66.4
JSWSTEEL,con,11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,67.2
KOTAKBANK,pro,5,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
KOTAKBANK,pro,6,Net profit compounding at above 20% over 5 years creates significant shareholder value,65.7
KOTAKBANK,pro,9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,75.1
KOTAKBANK,pro,10,Return on equity improving for 3 consecutive years shows strengthening business quality,70.2
KOTAKBANK,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits,89.0
KOTAKBANK,con,6,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,71.1
KOTAKBANK,con,10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,74.7
KOTAKBANK,con,11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,100.0
LICI,pro,1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100.0
LICI,pro,2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90.0
LICI,pro,3,Debt-free balance sheet provides financial flexibility and eliminates interest burden,90.0
LICI,pro,6,Net profit compounding at above 20% over 5 years creates significant shareholder value,100.0
LICI,pro,7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90.0
LICI,pro,8,Consistent dividend yield above 2% backed by positive free cash flow,85.6
LICI,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100.0
LODHA,pro,5,Operating profit margin above 25% indicates strong pricing power and cost discipline,66.9
LODHA,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits,71.0
LODHA,pro,12,Growing asset base funded by internal accruals reflects self-sustaining growth,90.0
LODHA,con,12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,92.4
LT,pro,1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100.0
LT,pro,10,Return on equity improving for 3 consecutive years shows strengthening business quality,81.6
LT,con,3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,72.1
LT,con,8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,67.8
LTIM,pro,1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,78.3
LTIM,pro,2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90.0
LTIM,pro,4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,100.0
LTIM,pro,6,Net profit compounding at above 20% over 5 years creates significant shareholder value,73.4
LTIM,pro,7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
LTIM,pro,8,Consistent dividend yield above 2% backed by positive free cash flow,93.4
LTIM,con,3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,72.4
LTIM,con,8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,67.8
M&M,pro,9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,67.8
M&M,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits,98.2
M&M,con,11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,88.9
MARUTI,pro,2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90.0
MARUTI,pro,3,Debt-free balance sheet provides financial flexibility and eliminates interest burden,90.0
MARUTI,pro,7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90.0
MARUTI,pro,10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.6
MARUTI,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70.2
MARUTI,pro,12,Growing asset base funded by internal accruals reflects self-sustaining growth,90.0
MOTHERSON,pro,2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90.0
MOTHERSON,pro,8,Consistent dividend yield above 2% backed by positive free cash flow,67.1
MOTHERSON,pro,10,Return on equity improving for 3 consecutive years shows strengthening business quality,85.3
NAUKRI,pro,4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,69.9
NAUKRI,pro,5,Operating profit margin above 25% indicates strong pricing power and cost discipline,72.1
NAUKRI,pro,7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
NAUKRI,con,10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,88.4
NESTLEIND,pro,1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100.0
NESTLEIND,pro,2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90.0
NESTLEIND,pro,7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
NESTLEIND,pro,8,Consistent dividend yield above 2% backed by positive free cash flow,86.6
NESTLEIND,pro,9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,66.0
NESTLEIND,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits,66.0
NHPC,pro,2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90.0
NHPC,pro,5,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
NHPC,pro,7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,67.9
NHPC,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits,85.5
NHPC,con,5,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,68.2
NHPC,con,8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,68.2
NHPC,con,10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,66.4
NHPC,con,11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,100.0
NHPC,con,12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,77.6
NTPC,pro,5,Operating profit margin above 25% indicates strong pricing power and cost discipline,73.9
NTPC,con,11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,93.1
ONGC,pro,2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90.0
ONGC,pro,7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,68.2
ONGC,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits,78.9
ONGC,con,5,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,67.3
PFC,pro,1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,78.6
PFC,pro,5,Operating profit margin above 25% indicates strong pricing power and cost discipline,92.3
PFC,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits,81.9
PFC,con,6,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,86.5
PFC,con,10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,87.8
PFC,con,11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,100.0
PIDILITIND,pro,7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
PIDILITIND,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70.8
PIDILITIND,pro,12,Growing asset base funded by internal accruals reflects self-sustaining growth,90.0
PNB,pro,1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100.0
PNB,pro,4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,67.1
POWERGRID,pro,2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90.0
POWERGRID,pro,5,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
POWERGRID,pro,8,Consistent dividend yield above 2% backed by positive free cash flow,77.7
POWERGRID,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits,77.9
POWERGRID,pro,12,Growing asset base funded by internal accruals reflects self-sustaining growth,90.0
POWERGRID,con,11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,66.8
RECLTD,pro,5,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
RECLTD,pro,9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,75.9
RECLTD,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits,87.5
RECLTD,con,2,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,90.0
RECLTD,con,10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,67.4
RECLTD,con,11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,100.0
RELIANCE,pro,8,Consistent dividend yield above 2% backed by positive free cash flow,90.8
RELIANCE,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits,82.7
SBILIFE,pro,3,Debt-free balance sheet provides financial flexibility and eliminates interest burden,90.0
SBILIFE,pro,4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,86.5
SBILIFE,pro,7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90.0
SBIN,pro,6,Net profit compounding at above 20% over 5 years creates significant shareholder value,100.0
SBIN,pro,9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,100.0
SBIN,pro,10,Return on equity improving for 3 consecutive years shows strengthening business quality,83.0
SBIN,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100.0
SBIN,con,6,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,91.4
SBIN,con,10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,94.4
SHREECEM,pro,7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,87.9
SHREECEM,pro,8,Consistent dividend yield above 2% backed by positive free cash flow,79.0
SHREECEM,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits,68.4
SHREECEM,pro,12,Growing asset base funded by internal accruals reflects self-sustaining growth,90.0
SHRIRAMFIN,pro,4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,73.3
SHRIRAMFIN,pro,5,Operating profit margin above 25% indicates strong pricing power and cost discipline,74.1
SHRIRAMFIN,pro,6,Net profit compounding at above 20% over 5 years creates significant shareholder value,71.1
SHRIRAMFIN,pro,10,Return on equity improving for 3 consecutive years shows strengthening business quality,81.4
SHRIRAMFIN,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits,82.3
SHRIRAMFIN,con,2,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,90.0
SHRIRAMFIN,con,6,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,84.1
SHRIRAMFIN,con,10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,84.9
SHRIRAMFIN,con,11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,100.0
SIEMENS,pro,7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
SIEMENS,pro,8,Consistent dividend yield above 2% backed by positive free cash flow,84.7
SIEMENS,pro,9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,75.8
SIEMENS,pro,10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.4
SIEMENS,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits,95.3
SUNPHARMA,pro,5,Operating profit margin above 25% indicates strong pricing power and cost discipline,69.3
SUNPHARMA,pro,6,Net profit compounding at above 20% over 5 years creates significant shareholder value,72.9
SUNPHARMA,pro,7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
SUNPHARMA,pro,8,Consistent dividend yield above 2% backed by positive free cash flow,86.9
SUNPHARMA,pro,9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,98.7
SUNPHARMA,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100.0
SUNPHARMA,pro,12,Growing asset base funded by internal accruals reflects self-sustaining growth,90.0
TATACONSUM,pro,2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90.0
TATACONSUM,pro,4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,67.2
TATACONSUM,pro,6,Net profit compounding at above 20% over 5 years creates significant shareholder value,67.8
TATACONSUM,pro,7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
TATACONSUM,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits,84.7
TATACONSUM,con,8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,69.5
TATAMOTORS,pro,8,Consistent dividend yield above 2% backed by positive free cash flow,84.2
TATAMOTORS,pro,10,Return on equity improving for 3 consecutive years shows strengthening business quality,100.0
TATAMOTORS,pro,12,Growing asset base funded by internal accruals reflects self-sustaining growth,90.0
TATAPOWER,pro,4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,66.2
TATAPOWER,con,11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,100.0
TATASTEEL,pro,2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90.0
TATASTEEL,con,3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,100.0
TATASTEEL,con,4,Company reported a net loss in the most recent financial year,90.0
TATASTEEL,con,5,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,67.0
TATASTEEL,con,8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75.1
TATASTEEL,con,9,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,100.0
TATASTEEL,con,10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,68.3
TATASTEEL,con,11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,81.0
TCS,pro,1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100.0
TCS,pro,2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90.0
TCS,pro,5,Operating profit margin above 25% indicates strong pricing power and cost discipline,68.9
TCS,pro,7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
TCS,pro,10,Return on equity improving for 3 consecutive years shows strengthening business quality,92.3
TECHM,pro,2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90.0
TECHM,pro,7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,74.0
TECHM,con,3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,97.5
TECHM,con,5,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,65.8
TECHM,con,7,"Dividend payout ratio above 100% means the company is paying dividends from reserves, which is unsustainable",100.0
TECHM,con,9,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,85.3
TITAN,pro,1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,87.2
TITAN,pro,4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,78.8
TITAN,pro,6,Net profit compounding at above 20% over 5 years creates significant shareholder value,65.5
TITAN,pro,8,Consistent dividend yield above 2% backed by positive free cash flow,77.8
TITAN,pro,9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,75.5
TITAN,pro,10,Return on equity improving for 3 consecutive years shows strengthening business quality,100.0
TITAN,con,8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,95.4
TORNTPHARM,pro,2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90.0
TORNTPHARM,pro,5,Operating profit margin above 25% indicates strong pricing power and cost discipline,79.9
TORNTPHARM,pro,6,Net profit compounding at above 20% over 5 years creates significant shareholder value,83.5
TORNTPHARM,pro,9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,100.0
TORNTPHARM,pro,10,Return on equity improving for 3 consecutive years shows strengthening business quality,100.0
TORNTPHARM,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100.0
TRENT,pro,4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,100.0
TRENT,pro,6,Net profit compounding at above 20% over 5 years creates significant shareholder value,100.0
TRENT,pro,8,Consistent dividend yield above 2% backed by positive free cash flow,82.0
TRENT,pro,9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,100.0
TRENT,pro,10,Return on equity improving for 3 consecutive years shows strengthening business quality,100.0
TRENT,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100.0
TVSMOTOR,pro,9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,74.7
TVSMOTOR,pro,10,Return on equity improving for 3 consecutive years shows strengthening business quality,98.6
TVSMOTOR,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits,84.2
TVSMOTOR,con,1,Debt-to-equity ratio of 3.83 is elevated for a non-financial company and warrants monitoring,97.0
TVSMOTOR,con,2,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,90.0
TVSMOTOR,con,11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,95.2
BHEL,pro,3_FALLBACK,Debt-free balance sheet provides financial flexibility and eliminates interest burden,51.1
GODREJCP,pro,3_FALLBACK,Debt-free balance sheet provides financial flexibility and eliminates interest burden,53.3
JINDALSTEL,pro,3_FALLBACK,Debt-free balance sheet provides financial flexibility and eliminates interest burden,50.9
ABB,con,8_FALLBACK,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,36.3
ADANIPOWER,con,3_FALLBACK,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,35.8
APOLLOHOSP,con,3_FALLBACK,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,42.2
ATGL,con,3_FALLBACK,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,38.7
BAJAJ-AUTO,con,8_FALLBACK,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,38.5
BAJAJHLDNG,con,8_FALLBACK,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,37.0
BEL,con,2_FALLBACK,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,44.3
BOSCHLTD,con,8_FALLBACK,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,36.8
BRITANNIA,con,5_FALLBACK,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,36.4
DMART,con,3_FALLBACK,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,37.0
DRREDDY,con,8_FALLBACK,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,34.6
EICHERMOT,con,8_FALLBACK,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,37.2
HAVELLS,con,3_FALLBACK,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,42.7
HDFCLIFE,con,2_FALLBACK,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,44.3
HINDUNILVR,con,8_FALLBACK,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,37.2
ICICIPRULI,con,3_FALLBACK,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,40.0
LICI,con,8_FALLBACK,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,37.0
MARUTI,con,8_FALLBACK,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,36.8
MOTHERSON,con,8_FALLBACK,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,38.5
NESTLEIND,con,8_FALLBACK,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,36.8
PIDILITIND,con,8_FALLBACK,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,36.8
PNB,con,5_FALLBACK,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,31.4
RELIANCE,con,8_FALLBACK,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,40.7
SBILIFE,con,2_FALLBACK,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,44.3
SHREECEM,con,3_FALLBACK,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,42.9
SIEMENS,con,8_FALLBACK,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,37.0
SUNPHARMA,con,8_FALLBACK,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,37.4
TATAMOTORS,con,5_FALLBACK,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,31.2
TCS,con,3_FALLBACK,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,39.2
TORNTPHARM,con,8_FALLBACK,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,35.0
TRENT,con,3_FALLBACK,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,31.1
